Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
Emerging.Eco,GG17 Beta Climate Solution,Apr 2023,"38,223.26",$404.18
MesoReefDAO - Regenerating Reef Conservation with DeSci Web3 tools,GG17 Beta Climate Solution,Apr 2023,"38,223.26",$402.76
Plants And Pillars,GG17 Beta Climate Solution,Apr 2023,"38,223.26",$395.51
Bloomeria,GG17 Beta Climate Solution,Apr 2023,"38,223.26",$365.40
Wild Friends: Play to save wildlife,GG17 Beta Climate Solution,Apr 2023,"38,223.26",$361.06
Hazel - Mobile Game That Fights Climate Change,GG17 Beta Climate Solution,Apr 2023,"37,267.23",$344.87
KUMO - Money Backed By Nature,GG17 Beta Climate Solution,Apr 2023,"37,214.56",$340.15
Climecheck,GG17 Beta Climate Solution,Apr 2023,"37,023.75",$339.27
Bye Bye Plastic,GG17 Beta Climate Solution,Apr 2023,"35,451.08",$325.93
Agrii DAO,GG17 Beta Climate Solution,Apr 2023,"34,782.75",$320.81
"Nawonmesh - Regenerating Buxar (Bihar, India)",GG17 Beta Climate Solution,Apr 2023,"34,782.75",$314.17
Realtime Climate Data Extension (RealClime),GG17 Beta Climate Solution,Apr 2023,"34,782.75",$309.53
Knysna Alien Busters,GG17 Beta Climate Solution,Apr 2023,"34,175.05",$309.46
The Angry Teenagers - democratising investment in reforestation projects,GG17 Beta Climate Solution,Apr 2023,"32,795.16",$289.39
Avano,GG17 Beta Climate Solution,Apr 2023,"32,298.27",$288.41
Proof of Renewable Energy Production (PREPchain),GG17 Beta Climate Solution,Apr 2023,"31,801.37",$264.46
diosdao.xyz by Mycelia : Indigenous Public Goods for Global Coordination,GG17 Beta Climate Solution,Apr 2023,"31,801.37",$249.90
DeFood: Decentralized Food Security Network (DFSN),GG17 Beta Climate Solution,Apr 2023,"30,479.63",$249.73
Vean,GG17 Beta Climate Solution,Apr 2023,"30,479.63",$246.93
D-MRV for Africa,GG17 Beta Climate Solution,Apr 2023,"30,297.76",$222.77
7Energy - Energy Communities without Banks,GG17 Beta Climate Solution,Apr 2023,"30,297.76",$219.54
Tree Tales: Play to Plant,GG17 Beta Climate Solution,Apr 2023,"30,055.77",$215.80
DexGrid Community Microgrids,GG17 Beta Climate Solution,Apr 2023,"29,813.79",$202.90
Elephant in the Room Strategic Climate Solutions ,GG17 Beta Climate Solution,Apr 2023,"29,813.79",$198.67
Heating with Compute Power,GG17 Beta Climate Solution,Apr 2023,"29,813.79",$141.27
ECOHUELLAS,GG17 Beta Climate Solution,Apr 2023,"29,813.79",$136.42
Poops NFT,GG17 Beta Climate Solution,Apr 2023,"29,813.79",$124.63
DLTEO (soon to be Orbuculum),GG17 Beta Climate Solution,Apr 2023,"29,813.79",$120.88
CCC: photojournalism expeditions on the field to document Climate Change,GG17 Beta Climate Solution,Apr 2023,"28,819.99",$120.08
Empathia,GG17 Beta Climate Solution,Apr 2023,"28,318.13",$110.90
Pulso Verde,GG17 Beta Climate Solution,Apr 2023,"28,318.13",$107.09
DrinkUP,GG17 Beta Climate Solution,Apr 2023,"28,291.29",$102.18
Rescua.Earth,GG17 Beta Climate Solution,Apr 2023,"28,179.49",$94.47
Biolumen,GG17 Beta Climate Solution,Apr 2023,"27,826.20",$93.20
Fundación Tucultura ,GG17 Beta Climate Solution,Apr 2023,"27,826.20",$72.89
libpwrm,GG17 Beta Climate Solution,Apr 2023,"27,544.96",$44.93
Proof of Zero,GG17 Beta Climate Solution,Apr 2023,"27,329.30",$40.59
SISU Living Portals,GG17 Beta Climate Solution,Apr 2023,"27,329.30",$17.58
Regeneratie Coöperatie,GG17 Beta Climate Solution,Apr 2023,"27,329.30",$15.77
Palta3,GG17 Beta Climate Solution,Apr 2023,"27,329.30",$12.97
Block2030,GG17 Beta Climate Solution,Apr 2023,"26,709.18",$12.36
Mirage Arts Community - Putting into action or collective crafting and landscaping skills ,GG17 Beta Climate Solution,Apr 2023,"25,838.61",$9.88
