Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
Eth-Volcano,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Modular Crypto,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Web3xplorer,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Bankless Africa,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Crypto Commons Association,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Gadgeteer (nanobro),RetroPGF3,Dec 2023,"14,906.89","$55,200"
Optimism Español,RetroPGF3,Dec 2023,"14,906.89","$55,200"
far.quest,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Carlos Melgar,RetroPGF3,Dec 2023,"14,906.89","$55,200"
ReFi Medellín,RetroPGF3,Dec 2023,"14,906.89","$55,200"
MrCrypto Arabic,RetroPGF3,Dec 2023,"14,906.89","$55,200"
sorryvrerror,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Cryptoversidad,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Kredeum NFTs Factory,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Republik Rupiah,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Randomness Ceremony,RetroPGF3,Dec 2023,"14,820.93","$54,882"
Polynomial Bytes,RetroPGF3,Dec 2023,"13,373.47","$49,522"
RareSkills Book of Zero Knowledge Proofs,RetroPGF3,Dec 2023,"12,697.69","$47,020"
JEFE TOKEN,RetroPGF3,Dec 2023,"12,422.41","$46,000"
CryptoConexión,RetroPGF3,Dec 2023,"12,422.41","$46,000"
Fractal Visions,RetroPGF3,Dec 2023,"12,422.41","$46,000"
Bored Town NFT art community,RetroPGF3,Dec 2023,"12,422.41","$46,000"
FilosofiaCodigo,RetroPGF3,Dec 2023,"12,422.41","$46,000"
Solow 🐽,RetroPGF3,Dec 2023,"12,230.61","$45,290"
zerokn0wledge,RetroPGF3,Dec 2023,"11,580.67","$42,883"
OptiChads,RetroPGF3,Dec 2023,"11,428.62","$42,320"
OP Security Council Rehearsal Beta Testers,RetroPGF3,Dec 2023,"11,180.17","$41,400"
Optimism Vision Reservoir,RetroPGF3,Dec 2023,"10,931.72","$40,480"
Bankless Publishing,RetroPGF3,Dec 2023,"10,931.72","$40,480"
Blockchain na Escola,RetroPGF3,Dec 2023,"10,883.03","$40,300"
Optimism Türkiye,RetroPGF3,Dec 2023,"10,448.74","$38,692"
OurNetwork,RetroPGF3,Dec 2023,"10,120.79","$37,477"
CryptoMage,RetroPGF3,Dec 2023,"9,937.93","$36,800"
DeSchool,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Modular Media,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Divergent,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Espacio Cripto,RetroPGF3,Dec 2023,"9,937.93","$36,800"
T2LATAM,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Andino - Talent in technology,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Metagals,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Thesleeper.eth Thai OP Educator,RetroPGF3,Dec 2023,"9,937.93","$36,800"
donnoh.eth,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Rodrigo NuñΞz,RetroPGF3,Dec 2023,"9,937.93","$36,800"
ODTU Blockchain,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Definomics labs,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Cryptomind Research,RetroPGF3,Dec 2023,"9,937.93","$36,800"
OPChainList,RetroPGF3,Dec 2023,"9,937.93","$36,800"
jordanmmck,RetroPGF3,Dec 2023,"9,937.93","$36,800"
DeFI Saint,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Cardo,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Taz,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Inbest Program,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Layer 2 Weekly Roundup,RetroPGF3,Dec 2023,"9,937.93","$36,800"
satorrr,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Learning about OP through Gitcoin Grants,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Awesome Optimism,RetroPGF3,Dec 2023,"9,937.93","$36,800"
Cryptosquare,RetroPGF3,Dec 2023,"9,937.93","$36,800"
bh2smith,RetroPGF3,Dec 2023,"9,937.93","$36,800"
MarcoV,RetroPGF3,Dec 2023,"9,937.93","$36,800"
0xDeFiTH,RetroPGF3,Dec 2023,"8,832.83","$32,708"
CII,RetroPGF3,Dec 2023,"8,447.24","$31,280"
Optimism_CIS,RetroPGF3,Dec 2023,"7,453.45","$27,600"
GiveStation (youbuidl),RetroPGF3,Dec 2023,"7,453.45","$27,600"
ATK,RetroPGF3,Dec 2023,"6,708.10","$24,840"
Bankless Japan,RetroPGF3,Dec 2023,"6,637.54","$24,579"
Bankless Malayalam,RetroPGF3,Dec 2023,"6,459.65","$23,920"
daboyshine,RetroPGF3,Dec 2023,"5,962.76","$22,080"
XomNFT,RetroPGF3,Dec 2023,"5,128.96","$18,993"
Mrfti,RetroPGF3,Dec 2023,"5,128.96","$18,993"
Doris Protocol,RetroPGF3,Dec 2023,"4,968.96","$18,400"
International Media Nodes (IMN),RetroPGF3,Dec 2023,"4,968.96","$18,400"
Pidgin Parlour,RetroPGF3,Dec 2023,"4,968.96","$18,400"
The Rollup,RetroPGF3,Dec 2023,"4,968.96","$18,400"
ruslanklinkov,RetroPGF3,Dec 2023,"4,968.96","$18,400"
geleeroyale,RetroPGF3,Dec 2023,"4,968.96","$18,400"
DeFi France,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Encriptados,RetroPGF3,Dec 2023,"4,968.96","$18,400"
KudasaiJP,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Alpha Insiders,RetroPGF3,Dec 2023,"4,968.96","$18,400"
CryptoDuck,RetroPGF3,Dec 2023,"4,968.96","$18,400"
ilyessghz,RetroPGF3,Dec 2023,"4,968.96","$18,400"
BanklessDAO Turkish,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Nacion Bankless,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Onboard en Perú Optimistas e Indexer,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Bankless Bengali,RetroPGF3,Dec 2023,"4,968.96","$18,400"
cryptolawyer,RetroPGF3,Dec 2023,"4,968.96","$18,400"
OptimismArabia,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Hitasyurek,RetroPGF3,Dec 2023,"4,968.96","$18,400"
ZEFIRIUM,RetroPGF3,Dec 2023,"4,968.96","$18,400"
First NFT Agency,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Cryptoast,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Castle Capital,RetroPGF3,Dec 2023,"4,968.96","$18,400"
BanklessUA,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Basic course in blockchain and crypto literacy,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Xanny,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Blocktrend (區塊勢),RetroPGF3,Dec 2023,"4,968.96","$18,400"
KManuS88,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Defy Foundation,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Banklessadria,RetroPGF3,Dec 2023,"4,968.96","$18,400"
RoOptimism,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Bankless DAO Magyar ( Hungarian ),RetroPGF3,Dec 2023,"4,968.96","$18,400"
BitcoinAddict Thailand,RetroPGF3,Dec 2023,"4,968.96","$18,400"
web3made,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Bedrock Contracts Architecture Diagram,RetroPGF3,Dec 2023,"4,968.96","$18,400"
ProMint,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Revelo Intel,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Findcaster,RetroPGF3,Dec 2023,"4,968.96","$18,400"
Kaito/CoffeeTimes,RetroPGF3,Dec 2023,"4,968.96","$18,400"
MyFirstLayer2,RetroPGF3,Dec 2023,"4,968.96","$18,400"
KryptoSpace,RetroPGF3,Dec 2023,"4,223.62","$15,640"
Lemon,RetroPGF3,Dec 2023,"2,732.93","$10,120"
Cryptola,RetroPGF3,Dec 2023,"2,732.93","$10,120"
Peter Priew Sommon,RetroPGF3,Dec 2023,"1,987.59","$7,360"
OptimismCIS,RetroPGF3,Dec 2023,"1,987.59","$7,360"
Bob,RetroPGF3,Dec 2023,"1,987.59","$7,360"
