Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
RegenBuild,GG18 Cluster QF Climate,Aug 2023,"69,753.07","$2,111.16"
Safi Protocol,GG18 Cluster QF Climate,Aug 2023,"69,753.07","$1,957.76"
M3tering Protocol,GG18 Cluster QF Climate,Aug 2023,"69,753.07","$1,886.66"
Treejer Protocol,GG18 Cluster QF Climate,Aug 2023,"69,528.97","$1,868.47"
Bloom Network,GG18 Cluster QF Climate,Aug 2023,"67,909.15","$1,857.58"
MesoReefDAO - Regenerating Reef Conservation with DeSci Web3 tools,GG18 Cluster QF Climate,Aug 2023,"67,311.71","$1,852.42"
Ogallala Life,GG18 Cluster QF Climate,Aug 2023,"66,426.02","$1,677.08"
Gaia,GG18 Cluster QF Climate,Aug 2023,"64,172.82","$1,676.97"
Gigawatt,GG18 Cluster QF Climate,Aug 2023,"62,661.63","$1,644.13"
Coffee Impact Collective,GG18 Cluster QF Climate,Aug 2023,"62,603.38","$1,633.76"
"Nawonmesh - Regenerating Buxar (Bihar, India)",GG18 Cluster QF Climate,Aug 2023,"62,507.29","$1,466.12"
R3WILD,GG18 Cluster QF Climate,Aug 2023,"60,192.20","$1,422.76"
Pollen Buzz Initiative,GG18 Cluster QF Climate,Aug 2023,"57,720.66","$1,385.17"
"Mi Costa De Oro, Autonomous and Regenerative Community Rooted in Action (Venezuela)",GG18 Cluster QF Climate,Aug 2023,"56,325.60","$1,343.50"
Tokyo River Friends,GG18 Cluster QF Climate,Aug 2023,"55,104.92","$1,342.50"
ReFi Tanzania,GG18 Cluster QF Climate,Aug 2023,"52,314.80","$1,252.32"
FORK FOREST,GG18 Cluster QF Climate,Aug 2023,"52,314.80","$1,245.31"
NFP (Non-Fungible Plants),GG18 Cluster QF Climate,Aug 2023,"36,969.12","$1,233.74"
Alinticoin,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00","$1,187.77"
carbonlinked,GG18 Cluster QF Climate,Aug 2023,"300,000.00","$1,117.60"
Plants And Pillars,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00","$1,094.01"
SENTIENT: Giving Voice to Earth's Rivers using Ai,GG18 Cluster QF Climate,Aug 2023,"300,000.00","$1,042.10"
Traditional Dream Factory,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$961.99
Rebioca,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$951.76
Biolumen,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$914.64
All for Climate: offering a back office for autonomous collectives,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$892.76
DeFood: Decentralized Food Security Network (DFSN),GG18 Cluster QF Climate,Aug 2023,"300,000.00",$891.18
Elephant in the Room Strategic Climate Solutions,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$877.18
SeaBrick,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$825.29
Jerri.wtf,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$767.43
Etherisc - Affordable Crop Insurance through Carbon Farming,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$757.97
PlantGang,GG18 Cluster QF Climate,Aug 2023,"9,000,000.00",$754.87
regrò,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$622.56
Pellet stoves and solar panels for rural Namibian community,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$619.04
BETTER,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$601.76
Beyond Fossil Fuels - Supporting Indigenous legal efforts to STOP fossil fuel infrastructure,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$545.71
Project “Eco-Giving Accountability”: Building Bridges Between Communities and Socially Conscious Donors,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$527.32
Digital Gaia: An Open Source Ecosystem to Defeat Moloch and Regenerate the Planet,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$474.49
Yaupon Tea Co. - Creating Sustainable Rewards for Local Suppliers,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$392.51
Ranna: Filmmakers for Climate,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$373.29
Afrocarb,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$361.32
La Madriguera,GG18 Cluster QF Climate,Aug 2023,"3,000,000.00",$336.31
Wasset,GG18 Cluster QF Climate,Aug 2023,"9,000,000.00",$287.76
Sustainable Heating with Compute Power,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$283.68
AI For Trees,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$266.64
Simbiotica | The source for impact insights on-chain.,GG18 Cluster QF Climate,Aug 2023,"500,000.00",$263.18
EcoVision - Honduras,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$260.94
Leaf Track,GG18 Cluster QF Climate,Aug 2023,"200,000.00",$210.87
Climate Emergency Centers,GG18 Cluster QF Climate,Aug 2023,"450,000.00",$188.93
RMTerra,GG18 Cluster QF Climate,Aug 2023,"190,770.00",$185.51
Vanara,GG18 Cluster QF Climate,Aug 2023,"190,000.00",$182.35
VinQ: Decentralized co-creation community for regenerative viticulture,GG18 Cluster QF Climate,Aug 2023,"150,000.00",$178.18
Fridays For Future Lebanon: Pan-Arab DeFi Solidarity,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$175.01
Permet,GG18 Cluster QF Climate,Aug 2023,"750,000.00",$59.29
SANE Foundation: Pioneering Web3 Climate Solutions in Bioregions Worldwide,GG18 Cluster QF Climate,Aug 2023,"600,000.00",$55.20
Roela,GG18 Cluster QF Climate,Aug 2023,"100,000.00",$21.86
Khepera Blockchained Bioregeneration For Climate And Education Proposal,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$9.11
